Time,Balance
Thu Dec 28 2017 14:43:41 GMT-0500 (Eastern Standard Time),0.09535816755466633
Thu Dec 28 2017 14:44:42 GMT-0500 (Eastern Standard Time),0.09533822551669117
Thu Dec 28 2017 14:45:41 GMT-0500 (Eastern Standard Time),0.0953381153325901
Thu Dec 28 2017 14:46:41 GMT-0500 (Eastern Standard Time),0.09533798994608964
Thu Dec 28 2017 14:47:42 GMT-0500 (Eastern Standard Time),0.09533855079425091
Thu Dec 28 2017 14:48:41 GMT-0500 (Eastern Standard Time),0.09531859213316146
Thu Dec 28 2017 14:49:41 GMT-0500 (Eastern Standard Time),0.0957140895595822
Thu Dec 28 2017 14:50:41 GMT-0500 (Eastern Standard Time),0.0956754253328371
Thu Dec 28 2017 14:51:41 GMT-0500 (Eastern Standard Time),0.09567750635110595
Thu Dec 28 2017 14:52:41 GMT-0500 (Eastern Standard Time),0.09567694408927152
Thu Dec 28 2017 14:53:42 GMT-0500 (Eastern Standard Time),0.09560129299698075
Thu Dec 28 2017 14:54:43 GMT-0500 (Eastern Standard Time),0.09567133096333695
Thu Dec 28 2017 14:55:42 GMT-0500 (Eastern Standard Time),0.09567534702714815
Thu Dec 28 2017 14:56:42 GMT-0500 (Eastern Standard Time),0.09567588907951585
Thu Dec 28 2017 14:57:42 GMT-0500 (Eastern Standard Time),0.09567102464758633
Thu Dec 28 2017 14:58:42 GMT-0500 (Eastern Standard Time),0.09561586143381295
Thu Dec 28 2017 14:59:42 GMT-0500 (Eastern Standard Time),0.09563632124233955
Thu Dec 28 2017 15:00:42 GMT-0500 (Eastern Standard Time),0.09566128420072617
Thu Dec 28 2017 15:01:42 GMT-0500 (Eastern Standard Time),0.09565987313361257
Thu Dec 28 2017 15:02:42 GMT-0500 (Eastern Standard Time),0.09567854337436077
Thu Dec 28 2017 15:03:42 GMT-0500 (Eastern Standard Time),0.09563990375027073
Thu Dec 28 2017 15:04:42 GMT-0500 (Eastern Standard Time),0.0956761499414427
Thu Dec 28 2017 15:05:42 GMT-0500 (Eastern Standard Time),0.09567542549057714
Thu Dec 28 2017 15:06:42 GMT-0500 (Eastern Standard Time),0.09567872203664508
Thu Dec 28 2017 15:07:42 GMT-0500 (Eastern Standard Time),0.09567982776938377
Thu Dec 28 2017 15:08:42 GMT-0500 (Eastern Standard Time),0.09565834272716708
Thu Dec 28 2017 15:09:42 GMT-0500 (Eastern Standard Time),0.09565838882806146
Thu Dec 28 2017 15:10:43 GMT-0500 (Eastern Standard Time),0.09565901607236425
Thu Dec 28 2017 15:11:43 GMT-0500 (Eastern Standard Time),0.09564029057679402
Thu Dec 28 2017 15:12:42 GMT-0500 (Eastern Standard Time),0.09562028068832097
Thu Dec 28 2017 15:13:42 GMT-0500 (Eastern Standard Time),0.09561857739007798
Thu Dec 28 2017 15:14:42 GMT-0500 (Eastern Standard Time),0.09562091383513109
Thu Dec 28 2017 15:15:42 GMT-0500 (Eastern Standard Time),0.09560105365974665
Thu Dec 28 2017 15:16:42 GMT-0500 (Eastern Standard Time),0.09562038400391411
Thu Dec 28 2017 15:17:42 GMT-0500 (Eastern Standard Time),0.09560253935684172
